name,category,province,regency,latitude,longitude,qid,images
Mount Ungaran,gunung,Jawa Tengah,Kota Semarang,-7.18,110.33,,https://commons.wikimedia.org/wiki/Special:FilePath/Ereveld%20Candi.jpg?width=800
Gunung Wayang,gunung,Jawa Barat,Garut,-7.208,107.63,,https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Gezicht%20op%20de%20Gunung%20Wayang%20en%20de%20Gunung%20Windu%20vanaf%20kina-%20en%20theeplantage%20Lodaja%20TMnr%2060016822.jpg?width=800
Bukit Seguntang,gunung,Riau,Indragiri Hulu,-1.272,102.4743,,
Wai Sano,gunung,Nusa Tenggara Timur,Manggarai Barat,-8.716667,120.016667,,
Gunung Iliwerung,gunung,Nusa Tenggara Timur,Timor Tengah Utara,-8.532222,123.573333,,https://commons.wikimedia.org/wiki/Special:FilePath/Iliwerung%20lava%20dome.jpg?width=800
Iyang-Argapura,gunung,Jawa Timur,Kota Probolinggo,-7.97,113.57,,https://commons.wikimedia.org/wiki/Special:FilePath/Iyang-Argapura.jpg?width=800
Gunung Ibu,gunung,Maluku Utara,Halmahera Barat,1.483333,127.633333,,https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Ibu.jpg?width=800
Sangeang Api,gunung,Nusa Tenggara Barat,Kota Bima,-8.18,119.05,,https://commons.wikimedia.org/wiki/Special:FilePath/Indonesia%20-%20Sangeang%20Api.jpg?width=800
Gunung Bukit Daun,gunung,Sumatera Selatan,Musi Rawas,-3.38,102.37,,
Gunung Todoko-Ranu,gunung,Sulawesi Utara,Kota Bitung,1.25,127.47,,https://commons.wikimedia.org/wiki/Special:FilePath/Todoko-Rano.jpg?width=800
Gunung Sekincau,gunung,Sumatera Selatan,Ogan Komering Ulu,-5.12,104.32,,
Gunung Jailolo,gunung,Sulawesi Utara,Kota Bitung,1.0817,127.4267,,https://commons.wikimedia.org/wiki/Special:FilePath/Jailolo.jpg?width=800
Helatoba-Tarutung,gunung,Sumatera Utara,Kota Sibolga,2.03,98.93,,
Gunung Sago,gunung,Sumatera Barat,Tanah Datar,-0.326944,100.670556,,https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Sago.jpg?width=800
Gunung Puet Sague,gunung,Aceh,Aceh Tengah,4.914,96.329,,https://commons.wikimedia.org/wiki/Special:FilePath/Peuet%20Sague.jpg?width=800
Gunung Hiri,gunung,Sulawesi Utara,Kota Bitung,0.88,127.32,,
Gunung Tigalalu,gunung,Maluku Utara,Halmahera Selatan,0.07,127.42,,
Gunung Suoh,gunung,Sumatera Selatan,Ogan Komering Ulu,-5.25,104.27,,https://commons.wikimedia.org/wiki/Special:FilePath/DJI%200847%20kawah%20nirwana%20Suoh%20TNBBS.jpg?width=800
Gunung Pandan,gunung,Sumatera Barat,Pesisir Selatan,-2.741604,101.847681,,
Gunung Merbuk,gunung,Jawa Timur,Banyuwangi,-8.226111,114.6525,,
Gunung Parang,gunung,Jawa Barat,Karawang,-6.591389,107.346667,,https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Parang.jpg?width=800
Gunung Tidar,gunung,Jawa Tengah,Kota Magelang,-7.496111,110.218056,,
Gunung Arfak,gunung,Maluku,Kepulauan Aru,-1.156389,133.979722,,https://commons.wikimedia.org/wiki/Special:FilePath/Pegunungan%20Arfak%20from%20the%20Pond%20of%20Rendani.jpg?width=800
Gunung Anjasmoro,gunung,Jawa Timur,Batu,-7.753611,112.507778,,
Gunung Cikuray,gunung,Jawa Barat,Garut,-7.3225,107.8599,,
Gunung Nokilalaki,gunung,Sulawesi Tengah,Sigi,-1.255,120.165833,,
Gunung Sumantri,gunung,Papua,Yapen,-4.061944,137.185,,https://commons.wikimedia.org/wiki/Special:FilePath/Sumantri%20%28center%29%20with%20Ngga%20Pulu%20%28right%29%20from%20Carstensz%20Summit%20by%20Christian%20Stangl%20flickr.jpg?width=800
Gunung Lawit,gunung,Kalimantan Barat,Kapuas Hulu,1.4,112.966667,,
Tobaru,gunung,Maluku Utara,Halmahera Utara,1.6133,127.6817,,
Gunung Halau-halau,gunung,Kalimantan Tengah,Kota Palangka Raya,-2.709895,115.625761,,https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20halau-halau.jpg?width=800
Gunung Parahu,gunung,Jawa Tengah,Wonosobo,-7.186944,109.922778,,https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Parahu%20in%20the%20Dieng%20Plateau.jpg?width=800
Gunung Srandil,gunung,Jawa Timur,Batu,-7.924722,112.488611,,
Gunung Ranai,gunung,Kepulauan Riau,Natuna,3.9608,108.3433,,https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Ranai%20in%20Natuna.jpg?width=800
Gunung Pangrango,gunung,Jawa Barat,Cianjur,-6.766667,106.95,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/View_Mt_Gede_Pangrango_from_Mt_Gede_peak.jpg/960px-View_Mt_Gede_Pangrango_from_Mt_Gede_peak.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pangrango%2C%20West%20Java.jpg?width=800
Tanggamus,gunung,Lampung,Tanggamus,-5.427,104.675,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Gigi_hiu_%281%29.jpg/960px-Gigi_hiu_%281%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Tanggamus.jpg?width=800
Pegunungan Sewu,gunung,Jawa Tengah,Kota Surakarta,-8.043889,110.776111,,https://upload.wikimedia.org/wikipedia/commons/c/c5/COLLECTIE_TROPENMUSEUM_Europeanen_bezoeken_een_druipsteengrot_in_Poenoeng_TMnr_10027574.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Sewu.jpg?width=800
Gunung Gedang,gunung,Jambi,Kerinci,-2.7356,101.9181,,
Gunung Kaweng,gunung,Sulawesi Utara,Minahasa,1.156389,124.8975,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Hawaiian_Eruption-numbers.svg/960px-Hawaiian_Eruption-numbers.svg.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Kelinabe,gunung,Nusa Tenggara Timur,Ende,-8.834432,121.772223,,https://upload.wikimedia.org/wikipedia/commons/2/2a/COLLECTIE_TROPENMUSEUM_De_berg_Keli_Nabe_TMnr_60007243.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Gunung Klotok,gunung,Jawa Timur,Kota Kediri,-7.813611,111.954722,,https://upload.wikimedia.org/wikipedia/commons/a/a3/Road_to_Dhoho_Airport%2C_Kediri%2C_East_Java%2C_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Gunung Kucir,gunung,Jawa Tengah,Kota Magelang,-7.703611,110.166944,,
Gunung Lasem,gunung,Jawa Tengah,Jepara,-6.686667,111.518889,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Gunung_Lasem.jpg/960px-Gunung_Lasem.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Liangpran,gunung,Kalimantan Barat,Kapuas Hulu,1.066667,114.383333,,
Gunung Andong,gunung,Jawa Tengah,Kota Magelang,-7.52852,110.18365,,https://upload.wikimedia.org/wikipedia/commons/6/66/COLLECTIE_TROPENMUSEUM_Gezicht_op_de_Gunung_Andong_vanaf_het_erf_van_de_pasanggrahan_Kopeng_TMnr_10021611.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Pagi%20Di%20Puncak%20Gunung%20Andong.jpg?width=800
Gunung Aseupan,gunung,Lampung,Lampung Selatan,-6.296,105.9292,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Gunung_Aseupan_dilihat_dari_sisi_utara_tahun_2025_%28cropped%29.jpg/960px-Gunung_Aseupan_dilihat_dari_sisi_utara_tahun_2025_%28cropped%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Batusibela,gunung,Maluku,Buru,-0.736654,127.524165,,
Gunung Bohong,gunung,Jawa Barat,Kota Bandung,-6.876389,107.519722,,
Gunung Daik,gunung,Kepulauan Riau,Kota Tanjungpinang,-0.2,104.55,,
Gunung Gajah,gunung,Jawa Tengah,Banjarnegara,-7.000737,109.298916,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Pesona_gunung_gajah_pemalang.jpg/960px-Pesona_gunung_gajah_pemalang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pesona%20gunung%20gajah%20pemalang.jpg?width=800
Gunung Limo,gunung,Jawa Tengah,Kota Surakarta,-8.121389,111.529444,,
Gunung Masarang,gunung,Sulawesi Utara,Kota Tomohon,1.33,124.867778,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Hawaiian_Eruption-numbers.svg/960px-Hawaiian_Eruption-numbers.svg.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Masigit,gunung,Jawa Barat,Cianjur,-6.789722,106.950833,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Hawaiian_Eruption-numbers.svg/960px-Hawaiian_Eruption-numbers.svg.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Padakasih,gunung,Jawa Barat,Kota Bandung,-6.901111,107.510833,,
Gunung Pamaton,gunung,Kalimantan Selatan,Banjar,-3.538741,114.921404,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Hawaiian_Eruption-numbers.svg/960px-Hawaiian_Eruption-numbers.svg.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Pancar,gunung,Jawa Barat,Kota Bogor,-6.591667,106.911944,,
Gunung Pandan Bungsu,gunung,Sumatera Barat,Pesisir Selatan,-2.751306,101.742215,,
Gunung Ratai,gunung,Lampung,Kota Bandar Lampung,-5.513333,105.093333,,
Gunung Rindengan,gunung,Sulawesi Utara,Kota Tomohon,1.134444,124.759167,,
Gunung Sahuwai,gunung,Maluku,Seram Bagian Barat,-3.220994,128.016877,,
Gunung Seblat,gunung,Jambi,Kerinci,-2.8804,102.148,,
Gunung Tanggang,gunung,Lampung,Kota Bandar Lampung,-5.711667,105.106389,,https://upload.wikimedia.org/wikipedia/commons/7/72/Foto_Gunung_Tanggang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Pegunungan Kendeng,gunung,Jawa Timur,Banyuwangi,-7.980556,114.216944,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Selatan_Pegunungan_Utara.jpg/960px-Selatan_Pegunungan_Utara.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Panderman,gunung,Jawa Timur,Batu,-7.904167,112.496667,,https://upload.wikimedia.org/wikipedia/commons/2/2e/COLLECTIE_TROPENMUSEUM_Gezicht_op_de_markt_in_Batoe_met_op_de_achtergrond_de_Goenoeng_Panderman_in_de_Residentie_Malang_TMnr_60041846.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Gunung Pasaman,gunung,Sumatera Utara,Kota Padangsidimpuan,0.054194,99.953583,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Kebun_Jagung_dengan_Latar_Pegunungan_Di_Pasaman_Barat_01.jpg/960px-Kebun_Jagung_dengan_Latar_Pegunungan_Di_Pasaman_Barat_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Pojoktiga,gunung,Jawa Barat,Kota Cirebon,-7.151667,108.692778,,
Gunung Pugung,gunung,Sumatera Selatan,Ogan Komering Ulu,-4.976111,103.859722,,
Gunung Burangrang,gunung,Jawa Barat,Kota Bandung,-6.735278,107.584722,,https://upload.wikimedia.org/wikipedia/id/thumb/9/90/Gunungburangrang.jpg/960px-Gunungburangrang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Manglayang,gunung,Jawa Barat,Kota Bandung,-6.876111,107.743611,,https://upload.wikimedia.org/wikipedia/commons/0/00/Mont_Manglayang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Manglayang.jpg?width=800
Pegunungan Muller,gunung,Kalimantan Barat,Kapuas Hulu,0.666667,113.833333,,
Gunung Sibuaten,gunung,Aceh,Aceh Tenggara,2.918056,98.423333,,
Gunung Tangkit Cumbi,gunung,Sumatera Selatan,Ogan Komering Ulu,-5.127338,104.749276,,
Gunung Rogojembangan,gunung,Jawa Tengah,Banjarnegara,-7.176389,109.712778,,
Gunung Argomayang,gunung,Jawa Timur,Batu,-7.772778,112.430278,,
Dolok Tinggi Raja,gunung,Sumatera Utara,Karo,3.1509,98.7801,,
Gunung Burni Telong,gunung,Aceh,Aceh Tengah,4.7697,96.8212,,
Gunung Cemaru,gunung,Kalimantan Barat,Kapuas Hulu,1.40006,114.19829,,
Gunung Subang,gunung,Jawa Barat,Kota Cirebon,-7.155833,108.585833,,
Gunung Windu,gunung,Jawa Barat,Garut,-7.223889,107.630556,,
Gunung Ringgit,gunung,Jawa Timur,Situbondo,-7.723333,113.848889,,https://upload.wikimedia.org/wikipedia/commons/e/e0/COLLECTIE_TROPENMUSEUM_De_Goenoeng_Ringgit_gezien_vanaf_de_weg_naar_Besoeki_Oost-Java_TMnr_60009797.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Olet Sangenges,gunung,Nusa Tenggara Barat,Sumbawa,-8.5617,117.15,,
Gunung Liyang,gunung,Kalimantan Barat,Kapuas Hulu,0.35,113.566667,,
Gunung Penanjakan,gunung,Jawa Timur,Kota Probolinggo,-7.899321,112.949228,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Mount_Penanjakan_%28Bromo-Tengger-Semeru%29_at_sunrise.jpg/960px-Mount_Penanjakan_%28Bromo-Tengger-Semeru%29_at_sunrise.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Penanjakan%20%28Bromo-Tengger-Semeru%29%20at%20sunrise.jpg?width=800
Gunung Punikan,gunung,Nusa Tenggara Barat,Lombok Utara,-8.480278,116.205556,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Gundukan_Punikan.jpg/960px-Gundukan_Punikan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Dolok Sihabuhabu,gunung,Sumatera Utara,Toba,2.1733,99.3617,,
Gunung Kwoka,gunung,Maluku,Maluku Tengah,-0.51667,132.45,,
Gunung Kerenceng,gunung,Jawa Barat,Sumedang,-6.934167,107.881944,,
Gunung Rakutak,gunung,Jawa Barat,Garut,-7.1475,107.734167,,
Gunung Raya,gunung,Sumatera Barat,Pesisir Selatan,-2.2272,101.4274,,
Gunung Prakasak,gunung,Lampung,Lampung Selatan,-6.249167,105.9825,,
Gunung Niut,gunung,Kepulauan Riau,Natuna,1.0,109.91667,,
Gunung Cangah,gunung,Jawa Barat,Sumedang,-6.774167,107.766111,,
Gunung Abang,gunung,Bali,Bangli,-8.2802,115.4295,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Mount_Abang.jpg/960px-Mount_Abang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Batur%20%26%20Mount%20Abang%202013-11-10%20%2810849153196%29.jpg?width=800
Gunung Kaledong,gunung,Jawa Barat,Garut,-7.053333,107.908611,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/De_Kaledong_en_de_Haroeman_in_de_vlakte_van_Leles_ten_noorden_van_Garoet%2C_KITLV_407961.tiff/lossy-page1-960px-De_Kaledong_en_de_Haroeman_in_de_vlakte_van_Leles_ten_noorden_van_Garoet%2C_KITLV_407961.tiff.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Kencana,gunung,Jawa Barat,Kota Bogor,-6.659167,106.979444,,
Gunung Dua Saudara,gunung,Sulawesi Utara,Kota Bitung,1.485278,125.157778,,
Gunung Duwur,gunung,Jawa Tengah,Kebumen,-7.711944,109.445833,,
"Gunung Nyungcung (Rumpin, Bogor)",gunung,Banten,Kota Tangerang Selatan,-6.455833,106.646389,,
Gunung Munara,gunung,Banten,Kota Tangerang Selatan,-6.453056,106.627778,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Gunung_Munara_Rumpin_Bogor.jpg/960px-Gunung_Munara_Rumpin_Bogor.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Bondang,gunung,Kalimantan Barat,Kapuas Hulu,-0.365,114.535,,
Gunung Calancang,gunung,Jawa Barat,Sumedang,-6.958056,107.950278,,
Gunung Bongkok,gunung,Jawa Barat,Pangandaran,-7.460278,108.335,,
Gunung Keruk,gunung,Jawa Tengah,Boyolali,-7.856944,110.596667,,
Gunung Sigepak,gunung,Jawa Tengah,Kota Magelang,-7.774722,110.101944,,
Gunung Bawang,gunung,Kepulauan Riau,Natuna,0.9,109.4,,https://upload.wikimedia.org/wikipedia/id/0/09/Gunung_Bawang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Gunung Ayamayam,gunung,Jawa Tengah,Kota Magelang,-7.633333,110.133333,,
Gunung Kumbang,gunung,Jawa Tengah,Cilacap,-7.154722,108.882778,,
Gunung Banowati,gunung,Jawa Tengah,Banjarnegara,-7.1672,109.4439,,
Gunung Tutong,gunung,Aceh,Aceh Utara,4.9025,97.325,,
Geger Wedi,gunung,Jawa Tengah,Banjarnegara,-6.973889,109.205278,,
Gunung Bayangkaki,gunung,Jawa Tengah,Kota Surakarta,-7.946944,111.601944,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Gunung_Bayang_Kaki_Sebelum_Bendungan_Bendo_Dibangun_%282015%29.jpg/960px-Gunung_Bayang_Kaki_Sebelum_Bendungan_Bendo_Dibangun_%282015%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Bayang%20Kaki%20Sebelum%20Bendungan%20Bendo%20Dibangun%20%282015%29.jpg?width=800
Gunung Pengsong,gunung,Nusa Tenggara Barat,Kota Mataram,-8.642778,116.0875,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Gunung_Pengsong1.jpg/960px-Gunung_Pengsong1.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Pengsong1.jpg?width=800
Olat Batupisak,gunung,Nusa Tenggara Barat,Sumbawa,-8.633333,117.425833,,
Gunung Merapi Jawa Timur,gunung,Jawa Timur,Banyuwangi,-8.065833,114.260278,,
Gunung Sipiso-piso,gunung,Aceh,Aceh Tenggara,2.925833,98.534722,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Bukit_Sipiso_piso_tampak_keseluruhan_hingga_puncak.jpg/960px-Bukit_Sipiso_piso_tampak_keseluruhan_hingga_puncak.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Bukit%20Sipiso%20piso%20tampak%20keseluruhan%20hingga%20puncak.jpg?width=800
Gunung Sagara,gunung,Jawa Tengah,Cilacap,-7.157222,108.861667,,
Gunung Tohkier,gunung,Maluku,Maluku Tengah,-0.6175,132.256944,,
Gunung Kanamu,gunung,Kalimantan Barat,Kapuas Hulu,-0.603,113.1922,,
Gunung Bisma,gunung,Jawa Tengah,Wonosobo,-7.238525,109.890884,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Gunung_Bisma.jpg/960px-Gunung_Bisma.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Bisma.jpg?width=800
Gunung Asing,gunung,Kalimantan Barat,Sintang,-0.720469,112.35782,,
Bukit Batukau,gunung,Bali,Buleleng,-8.334698,115.08777,,
Gunung Rasan,gunung,Sumatera Barat,Pesisir Selatan,-1.183333,100.75,,
Gunung Poniki,gunung,Sulawesi Utara,Kota Kotamobagu,0.451379,123.800043,,
Gunung Ophir,gunung,Sumatera Utara,Kota Padangsidimpuan,0.079167,99.983333,,https://commons.wikimedia.org/wiki/Special:FilePath/1228%20of%20%27G%C3%A9ographie%20g%C3%A9n%C3%A9rale%3B%20physique%2C%20politique%20et%20%C3%A9conomique.%20...%20Avec%20...%20cartes%20...%20gravures%2C%20etc%27%20%2811112135594%29.jpg?width=800
Gunung Palasari,gunung,Jawa Barat,Kota Bandung,-6.848487,107.722228,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Mount_Manglayang%2C_Mount_Palasari%2C_Al_Jabbar_Mosque%2C_and_Gedebage_Motorway_Junction.jpg/960px-Mount_Manglayang%2C_Mount_Palasari%2C_Al_Jabbar_Mosque%2C_and_Gedebage_Motorway_Junction.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Taliut,gunung,Kalimantan Tengah,Kota Palangka Raya,-3.40349,115.643384,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Gunung_Taliut.jpg/960px-Gunung_Taliut.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Taliut.jpg?width=800
Gunung Titi,gunung,Kalimantan Tengah,Kota Palangka Raya,-2.504145,115.526073,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Puncak_Titi_001.jpg/960px-Puncak_Titi_001.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Gunung Birah,gunung,Kalimantan Tengah,Kota Palangka Raya,-4.040664,114.673719,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Gunung_Birah%2C_Tanah_Laut.jpg/960px-Gunung_Birah%2C_Tanah_Laut.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Birah%2C%20Tanah%20Laut.jpg?width=800
Gunung Peyek,gunung,DKI Jakarta,Jakarta Selatan,-6.429949,106.700123,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Gunung_Peyek_Parung-01.jpg/960px-Gunung_Peyek_Parung-01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Candi Pendem,budaya,Jawa Tengah,Kota Magelang,-7.52569,110.35196,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Pendem_Temple%2C_2014-06-21.jpg/960px-Pendem_Temple%2C_2014-06-21.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pendem%20Temple%2C%202014-06-21.jpg?width=800
Vihara Dhammasoka Banjarmasin,budaya,Kalimantan Tengah,Kota Palangka Raya,-3.316391,114.594328,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Vihara_Dhammasoka.jpg/960px-Vihara_Dhammasoka.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Vihara%20Dhammasoka.jpg?width=800
Candi Gedong Songo,budaya,Jawa Tengah,Kota Semarang,-7.208472,110.341889,,https://upload.wikimedia.org/wikipedia/commons/a/af/Gedong_songo.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Gedong%20songo.jpg?width=800
Candi Sukuh,budaya,Jawa Tengah,Kota Surakarta,-7.6274,111.13118,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Candi_sukuh.jpg/960px-Candi_sukuh.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Candi%20Sukuh%202007.JPG?width=800
Petirtaan Belahan,budaya,Jawa Timur,Pasuruan,-7.607426,112.6516,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/041_Fountain_Figures%2C_Candi_Belahan_%2825543837107%29.jpg/960px-041_Fountain_Figures%2C_Candi_Belahan_%2825543837107%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/041%20Fountain%20Figures%2C%20Candi%20Belahan%20%2825543837107%29.jpg?width=800
Candi Bima,budaya,Jawa Tengah,Wonosobo,-7.213889,109.910556,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Candi_Bima_di_Dieng.jpg/960px-Candi_Bima_di_Dieng.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Candi%20Bima%20Dieng%20Plateau.jpg?width=800
Candi Arjuna,budaya,Jawa Tengah,Wonosobo,-7.205089,109.90684,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Candi_Arjuna_side_view.jpg/960px-Candi_Arjuna_side_view.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Candi%20Arjuna%20front%20view.jpg?width=800
Candi Jago,budaya,Jawa Timur,Kota Malang,-8.00579,112.76405,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Candi_Jago%2C_001_General_View_from_West_%2840385409172%29.jpg/960px-Candi_Jago%2C_001_General_View_from_West_%2840385409172%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Candi%20Jago%2C%20001%20General%20View%20from%20West%20%2840385409172%29.jpg?width=800
Candi Tanjung Medan,budaya,Sumatera Utara,Kota Padangsidimpuan,0.291527,100.101395,,https://commons.wikimedia.org/wiki/Special:FilePath/Candi%20Tanjung%20Medan%2012.jpg?width=800
Candi Puntadewa,budaya,Jawa Tengah,Wonosobo,-7.20538,109.906918,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Bantu_Penanda_Candi_Puntadewa.jpg/960px-Bantu_Penanda_Candi_Puntadewa.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Candi%20Puntadeva%2C%20Java%201155.jpg?width=800
Masjid Istiqlal,religi,DKI Jakarta,Jakarta Pusat,-6.169722,106.830833,,https://upload.wikimedia.org/wikipedia/id/thumb/2/25/Masjid_Istiqlal_-_Panoramio.jpg/960px-Masjid_Istiqlal_-_Panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/View%20to%20the%20northeast%20from%20Monas.jpg?width=800
Masjid Raya Baiturrahman,religi,Aceh,Kota Banda Aceh,5.553611,95.317194,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Meuseujid_Raya_Baiturrahman_.jpg/960px-Meuseujid_Raya_Baiturrahman_.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Meuseujid%20Raya%20Bayturrahman.JPG?width=800
