name,category,province,regency,latitude,longitude,qid,images
Masjid Agung Demak,religi,Jawa Tengah,Kota Semarang,-6.89473,110.63739,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Masjid_demak.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20demak.jpg?width=800
Masjid Babul Hasanah,religi,Kepulauan Riau,Natuna,-1.138447,109.9525,,
Masjid Imanuddin,religi,Kalimantan Timur,Berau,2.159422,117.491568,,
Masjid Sultan Ternate,religi,Sulawesi Utara,Kota Bitung,0.798466,127.385331,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Masjid_Sultan_Ternate.jpg/960px-Masjid_Sultan_Ternate.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid-ternate.jpg?width=800
Masjid Tua Patimburak,religi,Maluku,Kota Tual,-2.72288,132.42749,,https://upload.wikimedia.org/wikipedia/commons/6/6e/Masjid_Tua_Patimburak.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Masjid Tuo Koto Nan Ampek,religi,Sumatera Barat,Tanah Datar,-0.233117,100.622558,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Masjid_Tuo_Koto_Nan_Ampek_2020_01.jpg/960px-Masjid_Tuo_Koto_Nan_Ampek_2020_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Tuo%20Koto%20Nan%20Ampek%202021%20landscape.jpg?width=800
"Masjid Wustho, Mangkunegaran",religi,Jawa Tengah,Kota Surakarta,-7.565304,110.821331,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Masjid_Wustho_MN_tampak_tenggara_%28DSC_0828%29.JPG/960px-Masjid_Wustho_MN_tampak_tenggara_%28DSC_0828%29.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Wustho%20MN%20sisi%20tenggara%20dengan%20minaret%20%28DSC%200822%29.JPG?width=800
Masjid Tua Wapauwe,religi,Maluku,Maluku Tengah,-3.585226,128.084243,,https://upload.wikimedia.org/wikipedia/id/c/c4/Masjid_Tua_Wapauwe.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Tua%20Wapauwe%20Kaitetu.jpg?width=800
Surau Baitul Jalil,religi,Sumatera Barat,Kota Bukittinggi,-0.30193,100.370774,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Surau_Baitul_Jalil_oleh_Denas.jpg/960px-Surau_Baitul_Jalil_oleh_Denas.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Surau%20Baitul%20Jalil%20oleh%20Denas.jpg?width=800
"Taman Wisata Iman Sitinjo, Dairi",religi,Aceh,Aceh Tenggara,2.72888,98.38309,,
Masjid Raya Darussalam,religi,Kalimantan Timur,Kota Samarinda,-0.503197,117.147816,,https://upload.wikimedia.org/wikipedia/id/d/d6/Masjidrayadarussalamsmd.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Masjid Raya Bayur,religi,Sumatera Barat,Agam,-0.274873,100.221439,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Masjid_Raya_Bayur_2020_01.jpg/960px-Masjid_Raya_Bayur_2020_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Bayur%20Mosque.jpg?width=800
Masjid Raya Koto Baru,religi,Sumatera Barat,Pesisir Selatan,-1.481221,101.059652,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Solok_IMG20230211152108.jpg/960px-Solok_IMG20230211152108.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Solok%20IMG20230211152108.jpg?width=800
Masjid Raya Lima Kaum,religi,Sumatera Barat,Tanah Datar,-0.465606,100.568022,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Masjid_Raya_Lima_Kaum_2020_01.jpg/960px-Masjid_Raya_Lima_Kaum_2020_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Lima%20Kaum.jpg?width=800
Masjid Raya Makassar,religi,Sulawesi Selatan,Kota Makassar,-5.130556,119.419722,,https://upload.wikimedia.org/wikipedia/commons/5/51/Masjid_Raya_Makassar.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Makassar.JPG?width=800
Masjid Raya Medan,religi,Sumatera Utara,Kota Medan,3.575111,98.687321,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Great_mosque_in_Medan_cropped.jpg/960px-Great_mosque_in_Medan_cropped.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Great%20mosque%20in%20Medan.JPG?width=800
Masjid Sa’adah,religi,Sumatera Barat,Tanah Datar,-0.442399,100.557931,,https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Saadah%202020%2002.jpg?width=800
Masjid Raya Syekh Burhanuddin,religi,Sumatera Barat,Padang Pariaman,-0.690146,100.20203,,https://upload.wikimedia.org/wikipedia/id/1/15/Masjid_Raya_Syekh_Burhanuddin_di_Padangpariaman%2C_Sumbar._Foto_Irwin_Fedriansyah.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Syekh%20Burhanuddin%202020%2001.jpg?width=800
Masjid Raya Sumatera Barat,religi,Sumatera Barat,Kota Padang,-0.924234,100.362492,,https://commons.wikimedia.org/wiki/Special:FilePath/Pendar%20cahaya%20ruang%20salat%20Masjid%20Raya%20Sumbar.jpg?width=800
Masjid Soko Tunggal,religi,Jawa Tengah,Boyolali,-7.810414,110.360557,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Jogja_-_Masjid_Kraton_Soko_Tunggal_Yogyakarta_%282025%29_-_img_03.jpg/960px-Jogja_-_Masjid_Kraton_Soko_Tunggal_Yogyakarta_%282025%29_-_img_03.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Jogja%20-%20Masjid%20Kraton%20Soko%20Tunggal%20Yogyakarta%20%282025%29%20-%20img%2003.jpg?width=800
Masjid Shiratal Mustaqiem,religi,Kalimantan Timur,Kota Samarinda,-0.515556,117.152222,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Masjid_Shiratal_Mustaqiem_%282%29.jpg/960px-Masjid_Shiratal_Mustaqiem_%282%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Shiratal%20Mustaqiem%20%282%29.jpg?width=800
Masjid Syekh Sampu,religi,Sumatera Barat,Pesisir Selatan,-1.514826,101.281323,,
Masjid Baiturrahim Ulee Lheue,religi,Aceh,Kota Banda Aceh,5.555789,95.284188,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Masjid_Baiturrahim_Ulee_Lheue.jpg/960px-Masjid_Baiturrahim_Ulee_Lheue.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Meuseujid%20Bayturrahim%20Ul%C3%A8%C3%AB%20Lheu%C3%AB.JPG?width=800
Masjid Raya Baiturrahman Semarang,religi,Jawa Tengah,Kota Semarang,-6.98875,110.422009,,
Masjid Cheng Ho Palembang,religi,Jambi,Kota Jambi,-3.024451,104.777883,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Palembang_Al_Islam_Muhammad_Cheng_Ho_Mosque_Main_Gate_-_Palembang%2C_SS_%2815_Dec._2021%29.jpg/960px-Palembang_Al_Islam_Muhammad_Cheng_Ho_Mosque_Main_Gate_-_Palembang%2C_SS_%2815_Dec._2021%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Palembang%20Al%20Islam%20Muhammad%20Cheng%20Ho%20Mosque%20-%20Palembang%2C%20SS%20%2815%20Dec.%202021%29.jpg?width=800
Masjid Bayan Beleq,religi,Nusa Tenggara Barat,Lombok Utara,-8.26662,116.42716,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Bayan_Beleq_Mosque%2C_Lombok%2C_Indonesia.jpg/960px-Bayan_Beleq_Mosque%2C_Lombok%2C_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Bayan%20Beleq%20Mosque%2C%20Lombok%2C%20Indonesia.jpg?width=800
Masjid Dian Al-Mahri,religi,DKI Jakarta,Jakarta Selatan,-6.384098,106.772003,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Menara_Masjid_Dian_Al_Mahri.jpg/960px-Menara_Masjid_Dian_Al_Mahri.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Menara%20Masjid%20Dian%20Al%20Mahri.jpg?width=800
Masjid Djami Keraton Landak,religi,Kalimantan Barat,Landak,-0.37535,102.54816,,https://upload.wikimedia.org/wikipedia/id/9/95/Masjid_Djami_Keraton_Landak.PNG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Djami%20Keraton%20Landak%203.jpg?width=800
Masjid Istighfar,religi,Sumatera Barat,Kota Padang,-0.951278,100.376127,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Masjid_Istighfar_2020_01.jpg/960px-Masjid_Istighfar_2020_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Istighfar%202020%2001.jpg?width=800
Masjid Islamic Center Samarinda,religi,Kalimantan Timur,Kota Samarinda,-0.502528,117.119944,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Islamic_Centre_Samarinda_by_bloesafir_-_panoramio.jpg/960px-Islamic_Centre_Samarinda_by_bloesafir_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Islamic%20Centre%20Samarinda%20by%20bloesafir%20-%20panoramio.jpg?width=800
Masjid Jamik Air Tiris,religi,Sumatera Barat,Tanah Datar,0.373173,101.093938,,https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jamik%20Air%20Tiris%20Minang.jpg?width=800
Masjid Jami Keraton Sambas,religi,Kepulauan Riau,Natuna,1.325678,109.225658,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Masjid_Jami%27_Sultan_Muhammad_Shafiuddin_II_Sambas.jpg/960px-Masjid_Jami%27_Sultan_Muhammad_Shafiuddin_II_Sambas.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jami%27%20Sultan%20Muhammad%20Shafiuddin%20II%20Sambas.jpg?width=800
Masjid Jamik Parabek,religi,Sumatera Barat,Agam,-0.335772,100.372239,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Masjid_Jamik_Parabek_oleh_Denas.jpg/960px-Masjid_Jamik_Parabek_oleh_Denas.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jamik%20Parabek%20oleh%20Denas.jpg?width=800
Masjid Jami Sungai Banar,religi,Kalimantan Tengah,Kota Palangka Raya,-2.439747,115.241363,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Masjid_Jami_Sungai_Banar.jpg/960px-Masjid_Jami_Sungai_Banar.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jami%20Sungai%20Banar.jpg?width=800
Masjid Jami Tuhfaturroghibin,religi,Kalimantan Tengah,Kota Palangka Raya,-3.268618,114.570143,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Masjid_Jami_Tuhfaturroghibin.jpg/960px-Masjid_Jami_Tuhfaturroghibin.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jami%20Tuhfaturroghibin.jpg?width=800
Masjid Jamik Sungai Jambu,religi,Sumatera Barat,Tanah Datar,-0.439308,100.514802,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Masjid_Jamik_Sungai_Jambu_2020_01.jpg/960px-Masjid_Jamik_Sungai_Jambu_2020_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jamik%20Sungai%20Jambu%202020%2001.jpg?width=800
Masjid Jamik Sultan Nata,religi,Kalimantan Barat,Sintang,0.082496,111.489674,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Masjid_JamiK_Sultan_Nata_Sintang_1.jpg/960px-Masjid_JamiK_Sultan_Nata_Sintang_1.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20JamiK%20Sultan%20Nata%20Sintang%201.jpg?width=800
Masjid Kasimuddin,religi,Kalimantan Timur,Berau,2.83017,117.35747,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Masjid_raya_kasimuddin_.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Masjid Jamik Taluak Bukittinggi,religi,Sumatera Barat,Agam,-0.3278,100.38818,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Masjid-Taluak-Sumatra-Barat.jpg/960px-Masjid-Taluak-Sumatra-Barat.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid-Taluak-Sumatra-Barat.jpg?width=800
Masjid Muhammadan,religi,Sumatera Barat,Kota Padang,-0.961486,100.364176,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Masjid_Muhammadan_2020_01b.jpg/960px-Masjid_Muhammadan_2020_01b.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Muhammadan%20Agustus%202020.jpg?width=800
Masjid Muhammadiyah Kelayan,religi,Kalimantan Tengah,Kota Palangka Raya,-3.32966,114.596076,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Masjid_Muhammadiyah_Kelayan.jpg/960px-Masjid_Muhammadiyah_Kelayan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Muhammadiyah%20Kelayan.jpg?width=800
Masjid Nurul Huda,religi,Sumatera Barat,Kota Sawahlunto,-0.668504,100.762293,,https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Nurul%20Huda%20di%20Pasar%20Baru%20Durian%2C%20Barangin%2C%20Sawahlunto.jpg?width=800
Masjid Nurul Yaqin Aie Bangih,religi,Sumatera Barat,Pasaman Barat,0.198906,99.380509,,https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Nurul%20Yaqin.jpg?width=800
Masjid Pincuran Gadang,religi,Sumatera Barat,Agam,-0.27974,100.29151,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Masjid_Pincuran_Gadang_2020_01.jpg/960px-Masjid_Pincuran_Gadang_2020_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Pincuran%20Gadang%202020%2001.jpg?width=800
Masjid Raya Al-Karim,religi,Sumatera Barat,Agam,-0.246072,100.167412,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Masjid_Raya_Al-Karim_Koto_Kaciak_2020.jpg/960px-Masjid_Raya_Al-Karim_Koto_Kaciak_2020.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Al-Karim%20Koto%20Kaciak%202020.jpg?width=800
Masjid Agung At-Taqwa Amuntai,religi,Kalimantan Tengah,Kota Palangka Raya,-2.420451,115.254713,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Masjid_Raya_Amuntai.jpg/960px-Masjid_Raya_Amuntai.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Masjid Raya Andalas,religi,Sumatera Barat,Kota Padang,-0.94047,100.382,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Masjid_Raya_Andalas_2019.jpg/960px-Masjid_Raya_Andalas_2019.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Andalas.JPG?width=800
Masjid Keramat Pelajau,religi,Kalimantan Tengah,Kota Palangka Raya,-2.579444,115.355583,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Masjid_Keramat_Palajau_001.jpg/960px-Masjid_Keramat_Palajau_001.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Keramat%20Palajau%20001.jpg?width=800
Mesjid Agung Garut,religi,Jawa Barat,Garut,-7.216139,107.900889,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Mesjid_Agung_Garut.jpg/960px-Mesjid_Agung_Garut.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Makam%20Keluarga%20Hoofd%20Panghoeloe%20R.H.M%20Moesa%20Garut%202.jpg?width=800
Masjid Taqwa Muhammadiyah,religi,Sumatera Barat,Kota Padang,-0.951829,100.360005,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Masjid_Muhammadiyah_Padang_2019_%282%29.jpg/960px-Masjid_Muhammadiyah_Padang_2019_%282%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Muhammadiyah%20Padang%202019%20%282%29.jpg?width=800
Masjid Raya Teluk Bayur,religi,Sumatera Barat,Kota Padang,-0.995672,100.369707,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Masjid_Raya_Taluak_Bayua.jpg/960px-Masjid_Raya_Taluak_Bayua.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Taluak%20Bayua.jpg?width=800
Masjid Al-Qana Taman,religi,Jawa Timur,Madiun,-7.640111,111.523528,,https://upload.wikimedia.org/wikipedia/id/9/91/Masjid_Kuno_Taman_Madiun.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Masjid Agung Al-Buruuj,religi,Maluku,Buru,-3.25775,127.099028,,
Masjid Agung Al-Karomah,religi,Kalimantan Tengah,Kota Palangka Raya,-3.404917,114.848406,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Masjid_Agung_Al-Karomah_001.jpg/960px-Masjid_Agung_Al-Karomah_001.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20Al-Karomah.jpg?width=800
Masjid Agung Baitul Makmur Jepara,religi,Jawa Tengah,Jepara,-6.591139,110.667028,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Masjid_Agung_Baitul_Makmur_Jepara%2C_7_Juni_2021.jpg/960px-Masjid_Agung_Baitul_Makmur_Jepara%2C_7_Juni_2021.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Masjid Agung Awwal Fathul Mubien,religi,Sulawesi Utara,Kota Manado,1.506528,124.845722,,
Masjid Agung Baitul Makmur Meulaboh,religi,Aceh,Aceh Tengah,4.158785,96.124813,,https://upload.wikimedia.org/wikipedia/commons/0/02/Masjid_Agung_Meulaboh.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20Meulaboh.jpg?width=800
Masjid Agung Darussalam Sumbawa Barat,religi,Nusa Tenggara Barat,Lombok Timur,-8.753441,116.851444,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Masjid_Sumbawa_Barat.jpg/960px-Masjid_Sumbawa_Barat.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Masjid Agung Manonjaya,religi,Jawa Barat,Garut,-7.35111,108.30694,,https://upload.wikimedia.org/wikipedia/commons/6/6a/COLLECTIE_TROPENMUSEUM_Moskee_in_Manondjaja_TMnr_10016652.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20Manonjaya%20bagian%20samping.jpg?width=800
Masjid Ajaib,religi,Jawa Timur,Malang,-7.73,110.247778,,
Masjid Al-Osmani,religi,Sumatera Utara,Kota Medan,3.732239,98.676205,,https://upload.wikimedia.org/wikipedia/commons/5/51/COLLECTIE_TROPENMUSEUM_Moskee_in_Laboehandeli_TMnr_10016536.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Al-Osmani%20Mosque%2C%20Medan%2C%20Indonesia.jpg?width=800
Masjid At-Tin,religi,DKI Jakarta,Jakarta Timur,-6.297732,106.884141,,https://upload.wikimedia.org/wikipedia/commons/8/85/At-Tin_Mosque.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
SMA Tri Ratna,religi,DKI Jakarta,Jakarta Pusat,-6.1912,106.8428,,https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Moskee%20in%20Batavia%20TMnr%2010014927.jpg?width=800
Masjid Kauman Semarang,religi,Jawa Tengah,Kota Semarang,-6.97248,110.42261,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Masjid_Kauman_Semarang.png/960px-Masjid_Kauman_Semarang.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Kauman%20Semarang.png?width=800
Masjid Rao-Rao,religi,Sumatera Barat,Tanah Datar,-0.37369,100.55508,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Masjid_Rao_Rao_Sep_2022.jpg/960px-Masjid_Rao_Rao_Sep_2022.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Rao%20Rao%2C%20Tanah%20Datar%2C%20Sumatra%20Barat.jpg?width=800
Masjid Bingkudu,religi,Sumatera Barat,Agam,-0.31159,100.47388,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Masjid_Bingkudu_Simas_Kemenag_1.jpg/960px-Masjid_Bingkudu_Simas_Kemenag_1.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Bingkudu%202020%2001.jpg?width=800
Masjid Jami Banjarmasin,religi,Kalimantan Tengah,Kota Palangka Raya,-3.306667,114.595,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Masjid_Jami_Banjarmasin_%2815-08-2024%29.jpg/960px-Masjid_Jami_Banjarmasin_%2815-08-2024%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Jami%20Sungai%20Jingah%20Banjarmasin%20001.jpg?width=800
Masjid Agung Al-Azhar,religi,DKI Jakarta,Jakarta Selatan,-6.23472,106.79917,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Masjid_Agung_Al-Azhar_2021.jpg/960px-Masjid_Agung_Al-Azhar_2021.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Agung%20Al-Azhar%202021.jpg?width=800
Masjid Raya Sabilal Muhtadin,religi,Kalimantan Tengah,Kota Palangka Raya,-3.31901,114.59125,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Masjid_Raya_Sabilal_Muhtadi_depan.jpg/960px-Masjid_Raya_Sabilal_Muhtadi_depan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Masjid%20Raya%20Sabilal%20Muhtadi%20depan.jpg?width=800
